1,1.0,0.0,0.19,0.0,0.5
2,0.5,0.33,0.25,0.92,0.42
3,0.12,0.0,0.19,0.06,0.06
4,0.42,0.0,0.67,1.0,0.0
5,0.0,0.31,0.69,0.44,0.88
6,0.5,0.5,0.08,0.5,0.92
7,0.5,0.12,0.75,0.94,0.38
8,0.5,0.5,0.25,0.0,1.0
9,0.5,0.0,0.75,0.0,0.0
10,0.9,0.25,0.1,0.45,0.85
11,0.5,0.0,0.25,0.0,0.5
12,0.17,0.5,0.17,1.0,0.08
13,1.0,0.0,0.25,1.0,0.0
14,0.44,0.12,0.56,0.06,0.88
15,1.0,0.17,0.17,0.5,0.08
